subjid,offer_propoer,offer_recipt,choice,conds,in_outgroup,trial
909,6,6,1,3,2,56
909,7,5,1,3,2,57
909,9,3,2,2,1,58
909,6,6,1,1,1,59
909,12,0,3,2,1,60
909,7,5,1,3,2,61
909,9,3,3,4,2,62
909,7,5,1,1,1,63
909,12,0,2,2,1,64
909,6,6,1,3,2,65
909,7,5,1,3,2,66
909,9,3,2,2,1,67
909,6,6,1,3,2,68
909,12,0,1,2,1,69
909,6,6,1,3,2,70
909,12,0,4,4,2,71
909,7,5,1,1,1,72
909,9,3,2,2,1,73
909,7,5,1,3,2,74
909,6,6,1,1,1,75
909,12,0,3,2,1,76
909,7,5,1,1,1,77
909,6,6,1,1,1,78
909,6,6,1,3,2,79
909,12,0,3,2,1,80
909,7,5,2,3,2,81
909,9,3,3,4,2,82
909,9,3,2,4,2,83
909,9,3,2,2,1,84
909,6,6,1,3,2,85
909,12,0,4,4,2,86
909,7,5,1,3,2,87
909,7,5,1,3,2,88
909,12,0,4,4,2,89
909,7,5,1,1,1,90
909,6,6,1,3,2,91
909,12,0,3,2,1,92
909,9,3,2,4,2,93
909,12,0,3,2,1,94
909,12,0,4,4,2,95
909,9,3,2,2,1,96
909,12,0,3,2,1,97
909,6,6,1,1,1,98
909,12,0,4,4,2,99
909,12,0,3,2,1,100
909,6,6,1,3,2,101
909,6,6,1,1,1,102
909,6,6,1,3,2,103
909,9,3,3,4,2,104
909,7,5,1,1,1,105
909,9,3,3,4,2,106
909,9,3,2,2,1,107
909,12,0,4,4,2,108
909,7,5,1,3,2,109
909,9,3,3,4,2,110
909,6,6,1,3,2,111
909,7,5,2,3,2,112
909,6,6,1,1,1,113
909,12,0,2,2,1,114
909,7,5,2,1,1,115
909,12,0,4,4,2,116
909,9,3,3,4,2,117
909,7,5,1,1,1,118
909,9,3,1,2,1,119
909,9,3,2,2,1,120
909,12,0,4,4,2,121
909,6,6,1,1,1,122
909,6,6,1,1,1,123
909,9,3,2,2,1,124
909,7,5,1,1,1,125
909,6,6,1,3,2,126
909,12,0,3,2,1,127
909,6,6,1,1,1,128
909,12,0,4,4,2,129
909,9,3,3,4,2,130
909,7,5,1,1,1,131
909,7,5,1,3,2,132
909,12,0,4,4,2,133
909,6,6,1,3,2,134
909,6,6,1,1,1,135
909,9,3,1,2,1,136
909,7,5,1,3,2,137
909,9,3,1,4,2,138
909,9,3,1,2,1,139
909,6,6,1,3,2,140
909,12,0,1,2,1,141
909,7,5,1,1,1,142
909,7,5,1,1,1,143
909,7,5,1,3,2,144
916,9,3,2,2,1,1
916,7,5,1,3,2,2
916,6,6,1,1,1,3
916,12,0,1,2,1,4
916,7,5,1,1,1,5
916,6,6,1,1,1,6
916,6,6,1,3,2,7
916,12,0,2,2,1,8
916,7,5,1,3,2,9
916,9,3,1,4,2,10
916,9,3,1,4,2,11
916,9,3,2,2,1,12
916,6,6,1,3,2,13
916,12,0,1,4,2,14
916,7,5,1,3,2,15
916,7,5,1,3,2,16
916,12,0,2,4,2,17
916,7,5,1,1,1,18
916,6,6,1,3,2,19
916,12,0,1,2,1,20
916,9,3,2,4,2,21
916,12,0,1,2,1,22
916,12,0,3,4,2,23
916,9,3,1,2,1,24
916,12,0,1,2,1,25
916,6,6,1,1,1,26
916,12,0,1,4,2,27
916,12,0,1,2,1,28
916,6,6,1,3,2,29
916,6,6,1,1,1,30
916,6,6,1,3,2,31
916,9,3,1,4,2,32
916,7,5,1,1,1,33
916,9,3,1,4,2,34
916,9,3,1,2,1,35
916,12,0,1,4,2,36
916,7,5,1,3,2,37
916,9,3,2,4,2,38
916,6,6,1,3,2,39
916,7,5,1,3,2,40
916,6,6,1,1,1,41
916,12,0,2,2,1,42
916,7,5,1,1,1,43
916,12,0,1,4,2,44
916,9,3,1,4,2,45
916,7,5,1,1,1,46
916,9,3,1,2,1,47
916,9,3,1,2,1,48
916,12,0,3,4,2,49
916,6,6,1,1,1,50
916,6,6,1,1,1,51
916,9,3,2,2,1,52
916,7,5,1,1,1,53
916,6,6,1,3,2,54
916,12,0,1,2,1,55
916,6,6,1,1,1,56
916,12,0,2,4,2,57
916,9,3,1,4,2,58
916,7,5,1,1,1,59
916,7,5,1,3,2,60
916,12,0,2,4,2,61
916,6,6,1,3,2,62
916,6,6,1,1,1,63
916,9,3,1,2,1,64
916,7,5,1,3,2,65
916,9,3,1,4,2,66
916,9,3,1,2,1,67
916,6,6,1,3,2,68
916,12,0,1,2,1,69
916,7,5,1,1,1,70
916,7,5,1,1,1,71
916,7,5,1,3,2,72
916,6,6,1,3,2,73
916,6,6,1,1,1,74
916,9,3,2,2,1,75
916,12,0,1,4,2,76
916,7,5,1,1,1,77
916,9,3,1,4,2,78
916,12,0,2,2,1,79
916,12,0,3,4,2,80
916,7,5,1,3,2,81
916,9,3,1,4,2,82
916,12,0,3,4,2,83
916,9,3,2,2,1,84
916,7,5,1,1,1,85
916,12,0,1,4,2,86
916,12,0,1,2,1,87
916,7,5,1,3,2,88
916,6,6,1,1,1,89
916,9,3,1,4,2,90
916,6,6,1,1,1,91
916,6,6,1,3,2,92
916,12,0,1,2,1,93
916,12,0,2,4,2,94
916,7,5,1,1,1,95
916,9,3,1,2,1,96
916,9,3,1,4,2,97
916,7,5,1,3,2,98
916,7,5,1,1,1,99
916,6,6,1,3,2,100
916,9,3,1,4,2,101
916,9,3,2,2,1,102
916,12,0,1,2,1,103
916,12,0,2,4,2,104
916,9,3,1,4,2,105
916,9,3,1,4,2,106
916,7,5,1,1,1,107
916,7,5,1,3,2,108
916,9,3,1,2,1,109
916,6,6,1,3,2,110
916,9,3,2,2,1,111
916,6,6,1,1,1,112
916,7,5,1,1,1,113
916,7,5,1,3,2,114
916,6,6,1,1,1,115
916,7,5,1,3,2,116
916,12,0,1,4,2,117
916,6,6,1,1,1,118
916,6,6,1,3,2,119
916,9,3,2,4,2,120
916,12,0,1,2,1,121
916,9,3,1,2,1,122
916,6,6,1,1,1,123
916,7,5,1,1,1,124
916,6,6,1,1,1,125
916,12,0,1,2,1,126
916,12,0,2,4,2,127
916,6,6,1,3,2,128
916,7,5,1,3,2,129
916,9,3,1,2,1,130
916,6,6,1,1,1,131
916,12,0,1,2,1,132
916,7,5,1,3,2,133
916,9,3,1,4,2,134
916,7,5,1,1,1,135
916,12,0,2,2,1,136
916,6,6,1,3,2,137
916,7,5,1,3,2,138
916,9,3,1,2,1,139
916,6,6,1,3,2,140
916,12,0,3,2,1,141
916,6,6,1,3,2,142
916,12,0,1,4,2,143
916,7,5,1,1,1,144
913,6,6,1,3,2,1
913,6,6,1,1,1,2
913,9,3,3,2,1,3
913,12,0,4,4,2,4
913,7,5,1,1,1,5
913,9,3,3,4,2,6
913,12,0,4,2,1,7
913,12,0,4,4,2,8
913,7,5,1,3,2,9
913,9,3,3,4,2,10
913,12,0,4,4,2,11
913,9,3,3,2,1,12
913,7,5,1,1,1,13
913,12,0,4,4,2,14
913,12,0,4,2,1,15
913,7,5,1,3,2,16
913,6,6,1,1,1,17
913,9,3,3,4,2,18
913,6,6,1,1,1,19
913,6,6,1,3,2,20
913,12,0,4,2,1,21
913,12,0,4,4,2,22
913,7,5,1,1,1,23
913,9,3,3,2,1,24
913,9,3,3,4,2,25
913,7,5,1,3,2,26
913,7,5,1,1,1,27
913,6,6,1,3,2,28
913,9,3,3,4,2,29
913,9,3,3,2,1,30
913,12,0,4,2,1,31
913,12,0,4,4,2,32
913,9,3,3,4,2,33
913,9,3,3,4,2,34
913,7,5,1,1,1,35
913,7,5,1,3,2,36
913,9,3,3,2,1,37
913,6,6,1,3,2,38
913,9,3,3,2,1,39
913,6,6,1,1,1,40
913,7,5,1,1,1,41
913,7,5,1,3,2,42
913,6,6,1,1,1,43
913,7,5,1,3,2,44
913,12,0,4,4,2,45
913,6,6,1,1,1,46
913,6,6,1,3,2,47
913,9,3,3,4,2,48
913,12,0,4,2,1,49
913,9,3,3,2,1,50
913,6,6,1,1,1,51
913,7,5,1,1,1,52
913,6,6,1,1,1,53
913,12,0,4,2,1,54
913,12,0,4,4,2,55
913,6,6,1,3,2,56
913,7,5,1,3,2,57
913,9,3,3,2,1,58
913,6,6,1,1,1,59
913,12,0,4,2,1,60
913,7,5,1,3,2,61
913,9,3,3,4,2,62
913,7,5,1,1,1,63
913,12,0,4,2,1,64
913,6,6,1,3,2,65
913,7,5,1,3,2,66
913,9,3,3,2,1,67
913,6,6,1,3,2,68
913,12,0,4,2,1,69
913,6,6,1,3,2,70
913,12,0,4,4,2,71
913,7,5,1,1,1,72
913,9,3,3,2,1,73
913,7,5,1,3,2,74
913,6,6,1,1,1,75
913,12,0,4,2,1,76
913,7,5,1,1,1,77
913,6,6,1,1,1,78
913,6,6,1,3,2,79
913,12,0,4,2,1,80
913,7,5,1,3,2,81
913,9,3,3,4,2,82
913,9,3,3,4,2,83
913,9,3,3,2,1,84
913,6,6,1,3,2,85
913,12,0,4,4,2,86
913,7,5,1,3,2,87
913,7,5,1,3,2,88
913,12,0,4,4,2,89
913,7,5,1,1,1,90
913,6,6,1,3,2,91
913,12,0,4,2,1,92
913,9,3,3,4,2,93
913,12,0,4,2,1,94
913,12,0,4,4,2,95
913,9,3,3,2,1,96
913,12,0,4,2,1,97
913,6,6,1,1,1,98
913,12,0,4,4,2,99
913,12,0,4,2,1,100
913,6,6,1,3,2,101
913,6,6,1,1,1,102
913,6,6,1,3,2,103
913,9,3,3,4,2,104
913,7,5,1,1,1,105
913,9,3,3,4,2,106
913,9,3,3,2,1,107
913,12,0,4,4,2,108
913,7,5,1,3,2,109
913,9,3,3,4,2,110
913,6,6,1,3,2,111
913,7,5,1,3,2,112
913,6,6,1,1,1,113
913,12,0,4,2,1,114
913,7,5,1,1,1,115
913,12,0,4,4,2,116
913,9,3,3,4,2,117
913,7,5,1,1,1,118
913,9,3,3,2,1,119
913,9,3,3,2,1,120
913,12,0,4,4,2,121
913,6,6,1,1,1,122
913,6,6,1,1,1,123
913,9,3,3,2,1,124
913,7,5,1,1,1,125
913,6,6,1,3,2,126
913,12,0,4,2,1,127
913,6,6,1,1,1,128
913,12,0,4,4,2,129
913,9,3,3,4,2,130
913,7,5,1,1,1,131
913,7,5,1,3,2,132
913,12,0,4,4,2,133
913,6,6,1,3,2,134
913,6,6,1,1,1,135
913,9,3,3,2,1,136
913,7,5,1,3,2,137
913,9,3,3,4,2,138
913,9,3,3,2,1,139
913,6,6,1,3,2,140
913,12,0,4,2,1,141
913,7,5,1,1,1,142
913,7,5,1,1,1,143
913,7,5,1,3,2,144
920,9,3,1,2,1,1
920,7,5,1,3,2,2
920,6,6,1,1,1,3
920,12,0,1,2,1,4
920,7,5,1,1,1,5
920,6,6,1,1,1,6
920,6,6,1,3,2,7
920,12,0,1,2,1,8
920,7,5,1,3,2,9
920,9,3,2,4,2,10
920,9,3,2,4,2,11
920,9,3,1,2,1,12
920,6,6,1,3,2,13
920,12,0,3,4,2,14
920,7,5,1,3,2,15
920,7,5,1,3,2,16
920,12,0,3,4,2,17
920,7,5,1,1,1,18
920,6,6,1,3,2,19
920,12,0,1,2,1,20
920,9,3,2,4,2,21
920,12,0,2,2,1,22
920,12,0,3,4,2,23
920,9,3,1,2,1,24
920,12,0,2,2,1,25
920,6,6,1,1,1,26
920,12,0,3,4,2,27
920,12,0,1,2,1,28
920,6,6,1,3,2,29
920,6,6,1,1,1,30
920,6,6,1,3,2,31
920,9,3,2,4,2,32
920,7,5,1,1,1,33
920,9,3,2,4,2,34
920,9,3,1,2,1,35
920,12,0,3,4,2,36
920,7,5,1,3,2,37
920,9,3,2,4,2,38
920,6,6,1,3,2,39
920,7,5,2,3,2,40
920,6,6,1,1,1,41
920,12,0,1,2,1,42
920,7,5,1,1,1,43
920,12,0,3,4,2,44
920,9,3,2,4,2,45
920,7,5,1,1,1,46
920,9,3,1,2,1,47
920,9,3,1,2,1,48
920,12,0,3,4,2,49
920,6,6,1,1,1,50
920,6,6,1,1,1,51
920,9,3,1,2,1,52
920,7,5,1,1,1,53
920,6,6,1,3,2,54
920,12,0,1,2,1,55
920,6,6,1,1,1,56
920,12,0,3,4,2,57
920,9,3,2,4,2,58
920,7,5,1,1,1,59
920,7,5,1,3,2,60
920,12,0,3,4,2,61
920,6,6,1,3,2,62
920,6,6,1,1,1,63
920,9,3,1,2,1,64
920,7,5,1,3,2,65
920,9,3,2,4,2,66
920,9,3,1,2,1,67
920,6,6,1,3,2,68
920,12,0,1,2,1,69
920,7,5,1,1,1,70
920,7,5,1,1,1,71
920,7,5,1,3,2,72
920,6,6,1,3,2,73
920,6,6,1,1,1,74
920,9,3,1,2,1,75
920,12,0,3,4,2,76
920,7,5,1,1,1,77
920,9,3,2,4,2,78
920,12,0,1,2,1,79
920,12,0,3,4,2,80
920,7,5,1,3,2,81
920,9,3,2,4,2,82
920,12,0,3,4,2,83
920,9,3,1,2,1,84
920,7,5,1,1,1,85
920,12,0,3,4,2,86
920,12,0,1,2,1,87
920,7,5,1,3,2,88
920,6,6,1,1,1,89
920,9,3,2,4,2,90
920,6,6,1,1,1,91
920,6,6,1,3,2,92
920,12,0,1,2,1,93
920,12,0,3,4,2,94
920,7,5,1,1,1,95
920,9,3,1,2,1,96
920,9,3,2,4,2,97
920,7,5,1,3,2,98
920,7,5,1,1,1,99
920,6,6,1,3,2,100
920,9,3,2,4,2,101
920,9,3,1,2,1,102
920,12,0,1,2,1,103
920,12,0,3,4,2,104
920,9,3,2,4,2,105
920,9,3,2,4,2,106
920,7,5,1,1,1,107
920,7,5,2,3,2,108
920,9,3,1,2,1,109
920,6,6,1,3,2,110
920,9,3,1,2,1,111
920,6,6,1,1,1,112
920,7,5,1,1,1,113
920,7,5,1,3,2,114
920,6,6,1,1,1,115
920,7,5,1,3,2,116
920,12,0,3,4,2,117
920,6,6,1,1,1,118
920,6,6,1,3,2,119
920,9,3,2,4,2,120
920,12,0,1,2,1,121
920,9,3,1,2,1,122
920,6,6,1,1,1,123
920,7,5,1,1,1,124
920,6,6,1,1,1,125
920,12,0,1,2,1,126
920,12,0,3,4,2,127
920,6,6,1,3,2,128
920,7,5,2,3,2,129
920,9,3,1,2,1,130
920,6,6,1,1,1,131
920,12,0,1,2,1,132
920,7,5,1,3,2,133
920,9,3,2,4,2,134
920,7,5,1,1,1,135
920,12,0,1,2,1,136
920,6,6,1,3,2,137
920,7,5,1,3,2,138
920,9,3,1,2,1,139
920,6,6,1,3,2,140
920,12,0,1,2,1,141
920,6,6,1,3,2,142
920,12,0,3,4,2,143
920,7,5,1,1,1,144
917,6,6,1,3,2,1
917,6,6,1,1,1,2
917,9,3,2,2,1,3
917,12,0,4,4,2,4
917,7,5,2,1,1,5
917,9,3,3,4,2,6
917,12,0,2,2,1,7
917,12,0,4,4,2,8
917,7,5,2,3,2,9
917,9,3,3,4,2,10
917,12,0,4,4,2,11
917,9,3,2,2,1,12
917,7,5,1,1,1,13
917,12,0,4,4,2,14
917,12,0,4,2,1,15
917,7,5,2,3,2,16
917,6,6,1,1,1,17
917,9,3,3,4,2,18
917,6,6,1,1,1,19
917,6,6,1,3,2,20
917,12,0,3,2,1,21
917,12,0,4,4,2,22
917,7,5,2,1,1,23
917,9,3,2,2,1,24
917,9,3,3,4,2,25
917,7,5,2,3,2,26
917,7,5,1,1,1,27
917,6,6,1,3,2,28
917,9,3,3,4,2,29
917,9,3,2,2,1,30
917,12,0,3,2,1,31
917,12,0,4,4,2,32
917,9,3,3,4,2,33
917,9,3,3,4,2,34
917,7,5,1,1,1,35
917,7,5,2,3,2,36
917,9,3,2,2,1,37
917,6,6,1,3,2,38
917,9,3,2,2,1,39
917,6,6,1,1,1,40
917,7,5,1,1,1,41
917,7,5,2,3,2,42
917,6,6,1,1,1,43
917,7,5,1,3,2,44
917,12,0,4,4,2,45
917,6,6,1,1,1,46
917,6,6,1,3,2,47
917,9,3,3,4,2,48
917,12,0,4,2,1,49
917,9,3,2,2,1,50
917,6,6,1,1,1,51
917,7,5,1,1,1,52
917,6,6,1,1,1,53
917,12,0,4,2,1,54
917,12,0,4,4,2,55
917,6,6,1,3,2,56
917,7,5,1,3,2,57
917,9,3,3,2,1,58
917,6,6,1,1,1,59
917,12,0,3,2,1,60
917,7,5,1,3,2,61
917,9,3,3,4,2,62
917,7,5,1,1,1,63
917,12,0,4,2,1,64
917,6,6,1,3,2,65
917,7,5,2,3,2,66
917,9,3,2,2,1,67
917,6,6,1,3,2,68
917,12,0,4,2,1,69
917,6,6,1,3,2,70
917,12,0,4,4,2,71
917,7,5,1,1,1,72
917,9,3,2,2,1,73
917,7,5,2,3,2,74
917,6,6,1,1,1,75
917,12,0,2,2,1,76
917,7,5,1,1,1,77
917,6,6,1,1,1,78
917,6,6,1,3,2,79
917,12,0,4,2,1,80
917,7,5,2,3,2,81
917,9,3,3,4,2,82
917,9,3,3,4,2,83
917,9,3,1,2,1,84
917,6,6,1,3,2,85
917,12,0,4,4,2,86
917,7,5,2,3,2,87
917,7,5,2,3,2,88
917,12,0,4,4,2,89
917,7,5,1,1,1,90
917,6,6,1,3,2,91
917,12,0,3,2,1,92
917,9,3,3,4,2,93
917,12,0,4,2,1,94
917,12,0,4,4,2,95
917,9,3,2,2,1,96
917,12,0,3,2,1,97
917,6,6,1,1,1,98
917,12,0,4,4,2,99
917,12,0,3,2,1,100
917,6,6,1,3,2,101
917,6,6,1,1,1,102
917,6,6,1,3,2,103
917,9,3,3,4,2,104
917,7,5,1,1,1,105
917,9,3,3,4,2,106
917,9,3,2,2,1,107
917,12,0,4,4,2,108
917,7,5,1,3,2,109
917,9,3,3,4,2,110
917,6,6,1,3,2,111
917,7,5,1,3,2,112
917,6,6,1,1,1,113
917,12,0,2,2,1,114
917,7,5,1,1,1,115
917,12,0,4,4,2,116
917,9,3,3,4,2,117
917,7,5,1,1,1,118
917,9,3,2,2,1,119
917,9,3,2,2,1,120
917,12,0,4,4,2,121
917,6,6,1,1,1,122
917,6,6,1,1,1,123
917,9,3,2,2,1,124
917,7,5,1,1,1,125
917,6,6,1,3,2,126
917,12,0,3,2,1,127
917,6,6,1,1,1,128
917,12,0,4,4,2,129
917,9,3,3,4,2,130
917,7,5,1,1,1,131
917,7,5,1,3,2,132
917,12,0,4,4,2,133
917,6,6,1,3,2,134
917,6,6,1,1,1,135
917,9,3,2,2,1,136
917,7,5,2,3,2,137
917,9,3,3,4,2,138
917,9,3,1,2,1,139
917,6,6,1,3,2,140
917,12,0,4,2,1,141
917,7,5,1,1,1,142
917,7,5,1,1,1,143
917,7,5,1,3,2,144
904,9,3,2,2,1,1
904,7,5,1,3,2,2
904,6,6,1,1,1,3
904,12,0,4,2,1,4
904,7,5,1,1,1,5
904,6,6,1,1,1,6
904,6,6,1,3,2,7
904,12,0,4,2,1,8
904,7,5,1,3,2,9
904,9,3,2,4,2,10
904,9,3,2,4,2,11
904,9,3,2,2,1,12
904,6,6,1,3,2,13
904,12,0,4,4,2,14
904,7,5,1,3,2,15
904,7,5,1,3,2,16
904,12,0,4,4,2,17
904,7,5,1,1,1,18
904,6,6,1,3,2,19
904,12,0,3,2,1,20
904,9,3,2,4,2,21
904,12,0,4,2,1,22
904,12,0,4,4,2,23
904,9,3,2,2,1,24
904,12,0,4,2,1,25
904,6,6,1,1,1,26
904,12,0,4,4,2,27
904,12,0,4,2,1,28
904,6,6,1,3,2,29
904,6,6,1,1,1,30
904,6,6,1,3,2,31
904,9,3,2,4,2,32
904,7,5,1,1,1,33
904,9,3,2,4,2,34
904,9,3,2,2,1,35
904,12,0,4,4,2,36
904,7,5,1,3,2,37
904,9,3,2,4,2,38
904,6,6,1,3,2,39
904,7,5,1,3,2,40
904,6,6,1,1,1,41
904,12,0,4,2,1,42
904,7,5,1,1,1,43
904,12,0,4,4,2,44
904,9,3,2,4,2,45
904,7,5,1,1,1,46
904,9,3,2,2,1,47
904,9,3,2,2,1,48
904,12,0,4,4,2,49
904,6,6,1,1,1,50
904,6,6,1,1,1,51
904,9,3,2,2,1,52
904,7,5,1,1,1,53
904,6,6,1,3,2,54
904,12,0,4,2,1,55
904,6,6,1,1,1,56
904,12,0,4,4,2,57
904,9,3,2,4,2,58
904,7,5,1,1,1,59
904,7,5,1,3,2,60
904,12,0,4,4,2,61
904,6,6,1,3,2,62
904,6,6,1,1,1,63
904,9,3,2,2,1,64
904,7,5,1,3,2,65
904,9,3,2,4,2,66
904,9,3,2,2,1,67
904,6,6,1,3,2,68
904,12,0,4,2,1,69
904,7,5,1,1,1,70
904,7,5,1,1,1,71
904,7,5,1,3,2,72
904,6,6,1,3,2,73
904,6,6,1,1,1,74
904,9,3,2,2,1,75
904,12,0,4,4,2,76
904,7,5,1,1,1,77
904,9,3,2,4,2,78
904,12,0,4,2,1,79
904,12,0,4,4,2,80
904,7,5,1,3,2,81
904,9,3,2,4,2,82
904,12,0,4,4,2,83
904,9,3,2,2,1,84
904,7,5,1,1,1,85
904,12,0,4,4,2,86
904,12,0,4,2,1,87
904,7,5,1,3,2,88
904,6,6,1,1,1,89
904,9,3,2,4,2,90
904,6,6,1,1,1,91
904,6,6,1,3,2,92
904,12,0,4,2,1,93
904,12,0,4,4,2,94
904,7,5,1,1,1,95
904,9,3,2,2,1,96
904,9,3,2,4,2,97
904,7,5,1,3,2,98
904,7,5,1,1,1,99
904,6,6,1,3,2,100
904,9,3,2,4,2,101
904,9,3,2,2,1,102
904,12,0,4,2,1,103
904,12,0,4,4,2,104
904,9,3,2,4,2,105
904,9,3,2,4,2,106
904,7,5,1,1,1,107
904,7,5,1,3,2,108
904,9,3,2,2,1,109
904,6,6,1,3,2,110
904,9,3,2,2,1,111
904,6,6,1,1,1,112
904,7,5,1,1,1,113
904,7,5,1,3,2,114
904,6,6,1,1,1,115
904,7,5,2,3,2,116
904,12,0,4,4,2,117
904,6,6,1,1,1,118
904,6,6,1,3,2,119
904,9,3,2,4,2,120
904,12,0,4,2,1,121
904,9,3,2,2,1,122
904,6,6,1,1,1,123
904,7,5,1,1,1,124
904,6,6,1,1,1,125
904,12,0,4,2,1,126
904,12,0,4,4,2,127
904,6,6,1,3,2,128
904,7,5,1,3,2,129
904,9,3,2,2,1,130
904,6,6,1,1,1,131
904,12,0,4,2,1,132
904,7,5,1,3,2,133
904,9,3,2,4,2,134
904,7,5,1,1,1,135
904,12,0,4,2,1,136
904,6,6,1,3,2,137
904,7,5,1,3,2,138
904,9,3,2,2,1,139
904,6,6,1,3,2,140
904,12,0,4,2,1,141
904,6,6,1,3,2,142
904,12,0,4,4,2,143
904,7,5,1,1,1,144
924,9,3,1,2,1,1
924,7,5,2,3,2,2
924,6,6,1,1,1,3
924,12,0,2,2,1,4
924,7,5,1,1,1,5
924,6,6,1,1,1,6
924,6,6,1,3,2,7
924,12,0,1,2,1,8
924,7,5,2,3,2,9
924,9,3,2,4,2,10
924,9,3,2,4,2,11
924,9,3,1,2,1,12
924,6,6,1,3,2,13
924,12,0,3,4,2,14
924,7,5,2,3,2,15
924,7,5,2,3,2,16
924,12,0,3,4,2,17
924,7,5,1,1,1,18
924,6,6,1,3,2,19
924,12,0,1,2,1,20
924,9,3,2,4,2,21
924,12,0,1,2,1,22
924,12,0,3,4,2,23
924,9,3,1,2,1,24
924,12,0,1,2,1,25
924,6,6,1,1,1,26
924,12,0,3,4,2,27
924,12,0,1,2,1,28
924,6,6,1,3,2,29
924,6,6,1,1,1,30
924,6,6,1,3,2,31
924,9,3,3,4,2,32
924,7,5,1,1,1,33
924,9,3,2,4,2,34
924,9,3,1,2,1,35
924,12,0,3,4,2,36
924,7,5,2,3,2,37
924,9,3,2,4,2,38
924,6,6,1,3,2,39
924,7,5,2,3,2,40
924,6,6,1,1,1,41
924,12,0,1,2,1,42
924,7,5,1,1,1,43
924,12,0,3,4,2,44
924,9,3,2,4,2,45
924,7,5,1,1,1,46
924,9,3,2,2,1,47
924,9,3,1,2,1,48
924,12,0,3,4,2,49
924,6,6,1,1,1,50
924,6,6,1,1,1,51
924,9,3,1,2,1,52
924,7,5,1,1,1,53
924,6,6,1,3,2,54
924,12,0,1,2,1,55
924,6,6,1,1,1,56
924,12,0,3,4,2,57
924,9,3,2,4,2,58
924,7,5,1,1,1,59
924,7,5,2,3,2,60
924,12,0,3,4,2,61
924,6,6,1,3,2,62
924,6,6,1,1,1,63
924,9,3,1,2,1,64
924,7,5,2,3,2,65
924,9,3,2,4,2,66
924,9,3,1,2,1,67
924,6,6,1,3,2,68
924,12,0,1,2,1,69
924,7,5,1,1,1,70
924,7,5,1,1,1,71
924,7,5,2,3,2,72
924,6,6,1,3,2,73
924,6,6,1,1,1,74
924,9,3,1,2,1,75
924,12,0,3,4,2,76
924,7,5,1,1,1,77
924,9,3,2,4,2,78
924,12,0,1,2,1,79
924,12,0,3,4,2,80
924,7,5,2,3,2,81
924,9,3,2,4,2,82
924,12,0,3,4,2,83
924,9,3,1,2,1,84
924,7,5,1,1,1,85
924,12,0,3,4,2,86
924,12,0,1,2,1,87
924,7,5,2,3,2,88
924,6,6,1,1,1,89
924,9,3,2,4,2,90
924,6,6,1,1,1,91
924,6,6,1,3,2,92
924,12,0,1,2,1,93
924,12,0,3,4,2,94
924,7,5,1,1,1,95
924,9,3,1,2,1,96
924,9,3,2,4,2,97
924,7,5,2,3,2,98
924,7,5,1,1,1,99
924,6,6,1,3,2,100
924,9,3,2,4,2,101
924,9,3,1,2,1,102
924,12,0,2,2,1,103
924,12,0,3,4,2,104
924,9,3,2,4,2,105
924,9,3,2,4,2,106
924,7,5,1,1,1,107
924,7,5,2,3,2,108
924,9,3,1,2,1,109
924,6,6,1,3,2,110
924,9,3,1,2,1,111
924,6,6,1,1,1,112
924,7,5,1,1,1,113
924,7,5,2,3,2,114
924,6,6,1,1,1,115
924,7,5,2,3,2,116
924,12,0,3,4,2,117
924,6,6,1,1,1,118
924,6,6,1,3,2,119
924,9,3,2,4,2,120
924,12,0,2,2,1,121
924,9,3,1,2,1,122
924,6,6,1,1,1,123
924,7,5,1,1,1,124
924,6,6,1,1,1,125
924,12,0,2,2,1,126
924,12,0,3,4,2,127
924,6,6,1,3,2,128
924,7,5,2,3,2,129
924,9,3,1,2,1,130
924,6,6,1,1,1,131
924,12,0,1,2,1,132
924,7,5,2,3,2,133
924,9,3,2,4,2,134
924,7,5,1,1,1,135
924,12,0,1,2,1,136
924,6,6,1,3,2,137
924,7,5,2,3,2,138
924,9,3,1,2,1,139
924,6,6,1,3,2,140
924,12,0,1,2,1,141
924,6,6,1,3,2,142
924,12,0,3,4,2,143
924,7,5,1,1,1,144
921,6,6,1,3,2,1
921,6,6,1,1,1,2
921,9,3,1,2,1,3
921,12,0,3,4,2,4
921,7,5,1,1,1,5
921,9,3,2,4,2,6
921,12,0,1,2,1,7
921,12,0,3,4,2,8
921,7,5,2,3,2,9
921,9,3,2,4,2,10
921,12,0,3,4,2,11
921,9,3,1,2,1,12
921,7,5,1,1,1,13
921,12,0,3,4,2,14
921,12,0,3,2,1,15
921,7,5,1,3,2,16
921,6,6,1,1,1,17
921,9,3,2,4,2,18
921,6,6,1,1,1,19
921,6,6,1,3,2,20
921,12,0,1,2,1,21
921,12,0,3,4,2,22
921,7,5,1,1,1,23
921,9,3,1,2,1,24
921,9,3,2,4,2,25
921,7,5,1,3,2,26
921,7,5,1,1,1,27
921,6,6,1,3,2,28
921,9,3,2,4,2,29
921,9,3,1,2,1,30
921,12,0,1,2,1,31
921,12,0,3,4,2,32
921,9,3,2,4,2,33
921,9,3,3,4,2,34
921,7,5,1,1,1,35
921,7,5,2,3,2,36
921,9,3,1,2,1,37
921,6,6,2,3,2,38
921,9,3,1,2,1,39
921,6,6,1,1,1,40
921,7,5,1,1,1,41
921,7,5,2,3,2,42
921,6,6,1,1,1,43
921,7,5,3,3,2,44
