subid,gender,trial,run,choice_raw,offer_propoer,conds,RT,offer_recipt,choice,in_outgroup
921,1,56,1,2,6,3,1.284,6,2,2
921,1,57,1,2,7,3,1.289,5,2,2
921,1,58,1,0,9,2,1.281,3,1,1
921,1,59,1,0,6,1,1.762,6,1,1
921,1,60,1,0,12,2,1.002,0,1,1
921,1,61,1,2,7,3,1.172,5,2,2
921,1,62,1,0,9,4,1.616,3,1,2
921,1,63,1,0,7,1,0.985,5,1,1
921,1,64,1,2,12,2,0.359,0,2,1
921,1,65,1,2,6,3,0.915,6,2,2
921,1,66,1,2,7,3,1.157,5,2,2
921,1,67,1,0,9,2,0.91,3,1,1
921,1,68,1,2,6,3,1.5,6,2,2
921,1,69,1,2,12,2,1.628,0,2,1
921,1,70,1,2,6,3,1.215,6,2,2
921,1,72,1,0,7,1,1.53,5,1,1
921,1,1,2,0,9,2,1.977,3,1,1
921,1,2,2,2,7,3,0.921,5,2,2
921,1,3,2,0,6,1,0.974,6,1,1
921,1,4,2,2,12,2,0.974,0,2,1
921,1,5,2,0,7,1,1.132,5,1,1
921,1,6,2,0,6,1,1.111,6,1,1
921,1,7,2,2,6,3,1.262,6,2,2
921,1,8,2,2,12,2,1.386,0,2,1
921,1,9,2,2,7,3,0.965,5,2,2
921,1,10,2,2,9,4,1.974,3,2,2
921,1,11,2,2,9,4,1.106,3,2,2
921,1,12,2,0,9,2,1.492,3,1,1
921,1,13,2,2,6,3,1.367,6,2,2
921,1,14,2,4,12,4,3.78,0,3,2
921,1,15,2,2,7,3,0.992,5,2,2
921,1,16,2,2,7,3,0.978,5,2,2
921,1,17,2,4,12,4,1.118,0,3,2
921,1,18,2,0,7,1,1.491,5,1,1
921,1,19,2,2,6,3,1.267,6,2,2
921,1,20,2,2,12,2,1.493,0,2,1
921,1,21,2,2,9,4,1.374,3,2,2
921,1,22,2,2,12,2,1.531,0,2,1
921,1,23,2,4,12,4,1.365,0,3,2
921,1,24,2,0,9,2,1.281,3,1,1
921,1,25,2,2,12,2,2.633,0,2,1
921,1,26,2,0,6,1,0.971,6,1,1
921,1,27,2,4,12,4,1.365,0,3,2
921,1,28,2,2,12,2,0.872,0,2,1
921,1,29,2,2,6,3,1.26,6,2,2
921,1,30,2,0,6,1,1.128,6,1,1
921,1,31,2,2,6,3,1.107,6,2,2
921,1,32,2,2,9,4,0.89,3,2,2
921,1,33,2,0,7,1,0.859,5,1,1
921,1,34,2,2,9,4,1.035,3,2,2
921,1,35,2,0,9,2,1.441,3,1,1
921,1,36,2,4,12,4,2.325,0,3,2
921,1,37,2,2,7,3,1.585,5,2,2
921,1,38,2,2,9,4,2.766,3,2,2
921,1,39,2,2,6,3,1.34,6,2,2
921,1,40,2,2,7,3,1.003,5,2,2
921,1,41,2,0,6,1,1.006,6,1,1
921,1,42,2,2,12,2,1.441,0,2,1
921,1,43,2,0,7,1,1.043,5,1,1
921,1,44,2,4,12,4,2.69,0,3,2
921,1,45,2,2,9,4,1.283,3,2,2
921,1,46,2,0,7,1,1.476,5,1,1
921,1,47,2,0,9,2,1.469,3,1,1
921,1,48,2,0,9,2,0.94,3,1,1
921,1,49,2,4,12,4,1.393,0,3,2
921,1,50,2,0,6,1,1.011,6,1,1
921,1,51,2,0,6,1,0.804,6,1,1
921,1,52,2,0,9,2,0.989,3,1,1
921,1,53,2,0,7,1,2.04,5,1,1
921,1,54,2,2,6,3,1.054,6,2,2
921,1,55,2,2,12,2,2.507,0,2,1
921,1,56,2,0,6,1,2.645,6,1,1
921,1,57,2,4,12,4,1.306,0,3,2
921,1,58,2,2,9,4,1.135,3,2,2
921,1,59,2,0,7,1,1.049,5,1,1
921,1,60,2,2,7,3,1.491,5,2,2
921,1,61,2,4,12,4,1.35,0,3,2
921,1,63,2,2,6,1,2.344,6,2,1
921,1,64,2,0,9,2,0.917,3,1,1
921,1,65,2,2,7,3,1.023,5,2,2
921,1,66,2,2,9,4,1.186,3,2,2
921,1,67,2,0,9,2,1.029,3,1,1
921,1,68,2,2,6,3,1.282,6,2,2
921,1,69,2,2,12,2,1.302,0,2,1
921,1,70,2,0,7,1,0.871,5,1,1
921,1,71,2,0,7,1,0.722,5,1,1
921,1,72,2,2,7,3,1.196,5,2,2
928,1,1,1,2,9,2,5.289,3,2,1
928,1,2,1,2,7,3,3.447,5,2,2
928,1,3,1,0,6,1,1.766,6,1,1
928,1,4,1,2,12,2,2.053,0,2,1
928,1,5,1,0,7,1,1.476,5,1,1
928,1,6,1,0,6,1,1.263,6,1,1
928,1,7,1,0,6,3,1.653,6,1,2
928,1,8,1,2,12,2,2.107,0,2,1
928,1,9,1,0,7,3,1.517,5,1,2
928,1,10,1,2,9,4,3.861,3,2,2
928,1,11,1,2,9,4,1.866,3,2,2
928,1,12,1,2,9,2,1.524,3,2,1
928,1,13,1,0,6,3,1.055,6,1,2
928,1,14,1,2,12,4,1.395,0,2,2
928,1,15,1,0,7,3,1.32,5,1,2
928,1,16,1,0,7,3,1.457,5,1,2
928,1,17,1,2,12,4,1.174,0,2,2
928,1,18,1,0,7,1,1.098,5,1,1
928,1,19,1,0,6,3,1.185,6,1,2
928,1,20,1,2,12,2,1.1,0,2,1
928,1,21,1,2,9,4,1.733,3,2,2
928,1,22,1,2,12,2,1.236,0,2,1
928,1,23,1,2,12,4,1.076,0,2,2
928,1,24,1,2,9,2,1.377,3,2,1
928,1,25,1,2,12,2,1,0,2,1
928,1,26,1,0,6,1,1.089,6,1,1
928,1,27,1,2,12,4,1.508,0,2,2
928,1,28,1,2,12,2,1.239,0,2,1
928,1,29,1,0,6,3,1.1,6,1,2
928,1,30,1,0,6,1,0.857,6,1,1
928,1,31,1,0,6,3,0.986,6,1,2
928,1,32,1,2,9,4,1.33,3,2,2
928,1,33,1,0,7,1,1.114,5,1,1
928,1,34,1,2,9,4,1.306,3,2,2
928,1,35,1,2,9,2,1.056,3,2,1
928,1,36,1,2,12,4,1.315,0,2,2
928,1,37,1,0,7,3,1.202,5,1,2
928,1,38,1,2,9,4,1.094,3,2,2
928,1,39,1,0,6,3,1.148,6,1,2
928,1,40,1,0,7,3,0.993,5,1,2
928,1,41,1,0,6,1,1.037,6,1,1
928,1,42,1,2,12,2,1.016,0,2,1
928,1,43,1,0,7,1,0.946,5,1,1
928,1,44,1,2,12,4,1.282,0,2,2
928,1,45,1,2,9,4,1.178,3,2,2
928,1,46,1,0,7,1,1.123,5,1,1
928,1,47,1,2,9,2,1.173,3,2,1
928,1,48,1,2,9,2,0.835,3,2,1
928,1,49,1,2,12,4,1.24,0,2,2
928,1,50,1,0,6,1,0.979,6,1,1
928,1,51,1,0,6,1,1.156,6,1,1
928,1,52,1,2,9,2,1.044,3,2,1
928,1,53,1,0,7,1,0.848,5,1,1
928,1,54,1,0,6,3,0.83,6,1,2
928,1,55,1,2,12,2,1.052,0,2,1
928,1,56,1,0,6,1,0.917,6,1,1
928,1,57,1,2,12,4,0.937,0,2,2
928,1,58,1,2,9,4,0.926,3,2,2
928,1,59,1,0,7,1,1.081,5,1,1
928,1,60,1,0,7,3,1.579,5,1,2
928,1,61,1,2,12,4,0.99,0,2,2
928,1,62,1,0,6,3,0.812,6,1,2
928,1,63,1,0,6,1,0.728,6,1,1
928,1,64,1,2,9,2,0.981,3,2,1
928,1,65,1,0,7,3,1.196,5,1,2
928,1,66,1,2,9,4,1.139,3,2,2
928,1,67,1,2,9,2,0.925,3,2,1
928,1,68,1,0,6,3,1.241,6,1,2
928,1,69,1,2,12,2,1.15,0,2,1
928,1,70,1,0,7,1,1.046,5,1,1
928,1,71,1,0,7,1,0.65,5,1,1
928,1,72,1,0,7,3,1.1,5,1,2
928,1,1,2,0,6,3,1.322,6,1,2
928,1,2,2,0,6,1,0.828,6,1,1
928,1,3,2,2,9,2,1.389,3,2,1
928,1,4,2,2,12,4,1.366,0,2,2
928,1,5,2,0,7,1,1.355,5,1,1
928,1,6,2,2,9,4,1.455,3,2,2
928,1,7,2,2,12,2,1.028,0,2,1
928,1,8,2,2,12,4,2.093,0,2,2
928,1,9,2,0,7,3,0.994,5,1,2
928,1,10,2,2,9,4,2.82,3,2,2
928,1,11,2,2,12,4,1.633,0,2,2
928,1,12,2,2,9,2,1.627,3,2,1
928,1,13,2,0,7,1,1.273,5,1,1
928,1,14,2,2,12,4,1.378,0,2,2
928,1,15,2,2,12,2,0.946,0,2,1
928,1,16,2,0,7,3,1.087,5,1,2
928,1,17,2,0,6,1,1.054,6,1,1
928,1,18,2,2,9,4,2.149,3,2,2
928,1,19,2,0,6,1,0.909,6,1,1
928,1,20,2,0,6,3,1.084,6,1,2
928,1,21,2,2,12,2,1.288,0,2,1
928,1,22,2,2,12,4,0.837,0,2,2
928,1,23,2,0,7,1,0.766,5,1,1
928,1,24,2,2,9,2,1.936,3,2,1
928,1,25,2,2,9,4,1.19,3,2,2
928,1,26,2,0,7,3,1.643,5,1,2
928,1,27,2,0,7,1,0.775,5,1,1
928,1,28,2,0,6,3,1.054,6,1,2
928,1,29,2,2,9,4,1.445,3,2,2
928,1,30,2,2,9,2,3.107,3,2,1
928,1,31,2,2,12,2,4.795,0,2,1
928,1,32,2,2,12,4,0.806,0,2,2
928,1,33,2,2,9,4,0.84,3,2,2
928,1,34,2,2,9,4,1.278,3,2,2
928,1,35,2,0,7,1,1.062,5,1,1
928,1,36,2,0,7,3,0.81,5,1,2
928,1,37,2,2,9,2,1.498,3,2,1
928,1,38,2,0,6,3,0.828,6,1,2
928,1,39,2,2,9,2,2.105,3,2,1
928,1,40,2,0,6,1,0.799,6,1,1
928,1,41,2,0,7,1,0.918,5,1,1
928,1,42,2,0,7,3,1.116,5,1,2
928,1,43,2,0,6,1,0.66,6,1,1
928,1,44,2,0,7,3,0.961,5,1,2
928,1,45,2,2,12,4,1.124,0,2,2
928,1,46,2,0,6,1,2.237,6,1,1
928,1,47,2,0,6,3,3.427,6,1,2
928,1,48,2,2,9,4,1.588,3,2,2
928,1,49,2,2,12,2,1.085,0,2,1
928,1,50,2,2,9,2,0.87,3,2,1
928,1,51,2,0,6,1,1.623,6,1,1
928,1,52,2,0,7,1,1.031,5,1,1
928,1,53,2,0,6,1,0.957,6,1,1
928,1,54,2,2,12,2,1.671,0,2,1
928,1,55,2,2,12,4,0.84,0,2,2
928,1,56,2,0,6,3,0.805,6,1,2
928,1,57,2,0,7,3,0.92,5,1,2
928,1,58,2,2,9,2,1.648,3,2,1
928,1,59,2,0,6,1,0.834,6,1,1
928,1,60,2,2,12,2,0.962,0,2,1
928,1,62,2,2,9,4,1.352,3,2,2
928,1,63,2,0,7,1,1.233,5,1,1
928,1,64,2,2,12,2,0.934,0,2,1
928,1,65,2,0,6,3,1.347,6,1,2
928,1,66,2,0,7,3,1.301,5,1,2
928,1,67,2,2,9,2,2.486,3,2,1
928,1,68,2,0,6,3,1.164,6,1,2
928,1,69,2,2,12,2,1.148,0,2,1
928,1,70,2,0,6,3,0.831,6,1,2
928,1,71,2,2,12,4,4.3,0,2,2
928,1,72,2,0,7,1,0.801,5,1,1
925,1,1,1,0,6,3,3.107,6,1,2
925,1,2,1,0,6,1,3.158,6,1,1
925,1,3,1,0,9,2,4.63,3,1,1
925,1,5,1,0,7,1,2.956,5,1,1
925,1,6,1,2,9,4,3.192,3,2,2
925,1,7,1,4,12,2,3.238,0,3,1
925,1,8,1,2,12,4,1.599,0,2,2
925,1,9,1,0,7,3,4.075,5,1,2
925,1,10,1,0,9,4,2.165,3,1,2
925,1,11,1,4,12,4,3.866,0,3,2
925,1,12,1,0,9,2,2.357,3,1,1
925,1,13,1,0,7,1,3.563,5,1,1
925,1,14,1,4,12,4,2.188,0,3,2
925,1,15,1,4,12,2,3.036,0,3,1
925,1,16,1,0,7,3,1.192,5,1,2
925,1,17,1,0,6,1,1.271,6,1,1
925,1,18,1,0,9,4,1.759,3,1,2
925,1,19,1,0,6,1,1.009,6,1,1
925,1,20,1,0,6,3,0.852,6,1,2
925,1,21,1,4,12,2,1.481,0,3,1
925,1,22,1,4,12,4,1.399,0,3,2
925,1,23,1,0,7,1,2.592,5,1,1
925,1,24,1,0,9,2,1.936,3,1,1
925,1,25,1,2,9,4,4.016,3,2,2
925,1,26,1,0,7,3,1.356,5,1,2
925,1,27,1,0,7,1,1.417,5,1,1
925,1,28,1,0,6,3,3.287,6,1,2
925,1,29,1,0,9,4,2.079,3,1,2
925,1,30,1,0,9,2,3.317,3,1,1
925,1,31,1,4,12,2,1.797,0,3,1
925,1,32,1,4,12,4,1.062,0,3,2
925,1,33,1,0,9,4,2.664,3,1,2
925,1,34,1,0,9,4,1.832,3,1,2
925,1,35,1,0,7,1,2.287,5,1,1
925,1,36,1,0,7,3,0.819,5,1,2
925,1,37,1,0,9,2,2.107,3,1,1
925,1,38,1,0,6,3,1.238,6,1,2
925,1,39,1,0,9,2,3.962,3,1,1
925,1,40,1,0,6,1,1.096,6,1,1
925,1,41,1,0,7,1,1.368,5,1,1
925,1,42,1,0,7,3,1.309,5,1,2
925,1,43,1,0,6,1,1.013,6,1,1
925,1,44,1,0,7,3,1.082,5,1,2
925,1,45,1,4,12,4,2.566,0,3,2
925,1,46,1,0,6,1,1.743,6,1,1
925,1,47,1,0,6,3,4.523,6,1,2
925,1,48,1,0,9,4,1.134,3,1,2
925,1,49,1,4,12,2,2.486,0,3,1
925,1,50,1,0,9,2,2.168,3,1,1
925,1,51,1,0,6,1,0.88,6,1,1
925,1,52,1,0,7,1,3.665,5,1,1
925,1,53,1,0,6,1,1.102,6,1,1
925,1,54,1,4,12,2,1.305,0,3,1
925,1,55,1,4,12,4,1.913,0,3,2
925,1,56,1,0,6,3,0.942,6,1,2
925,1,57,1,0,7,3,3.737,5,1,2
925,1,58,1,0,9,2,1.363,3,1,1
925,1,59,1,0,6,1,2.011,6,1,1
925,1,61,1,0,7,3,0.958,5,1,2
925,1,62,1,0,9,4,1.713,3,1,2
925,1,63,1,0,7,1,0.891,5,1,1
925,1,64,1,4,12,2,2.303,0,3,1
925,1,65,1,0,6,3,2.468,6,1,2
925,1,66,1,0,7,3,1.022,5,1,2
925,1,67,1,0,9,2,1.983,3,1,1
925,1,68,1,0,6,3,1.245,6,1,2
925,1,69,1,6,12,2,1.214,0,4,1
925,1,70,1,0,6,3,0.888,6,1,2
925,1,71,1,6,12,4,1.334,0,4,2
925,1,72,1,0,7,1,0.899,5,1,1
925,1,1,2,0,9,2,2.417,3,1,1
925,1,2,2,0,7,3,1.856,5,1,2
925,1,3,2,0,6,1,1.133,6,1,1
925,1,4,2,6,12,2,1.516,0,4,1
925,1,5,2,0,7,1,1.748,5,1,1
925,1,6,2,0,6,1,0.974,6,1,1
925,1,7,2,0,6,3,0.885,6,1,2
925,1,8,2,4,12,2,1.626,0,3,1
925,1,9,2,0,7,3,1.076,5,1,2
925,1,10,2,0,9,4,1.684,3,1,2
925,1,11,2,0,9,4,2.249,3,1,2
925,1,12,2,0,9,2,1.484,3,1,1
925,1,13,2,0,6,3,1.423,6,1,2
925,1,14,2,6,12,4,3.37,0,4,2
925,1,15,2,0,7,3,1.334,5,1,2
925,1,16,2,0,7,3,0.897,5,1,2
925,1,17,2,6,12,4,1.572,0,4,2
925,1,18,2,0,7,1,1.121,5,1,1
925,1,19,2,0,6,3,4.345,6,1,2
925,1,20,2,4,12,2,1.621,0,3,1
925,1,21,2,0,9,4,1.309,3,1,2
925,1,22,2,4,12,2,1.507,0,3,1
925,1,23,2,4,12,4,4.283,0,3,2
925,1,24,2,0,9,2,1.281,3,1,1
925,1,25,2,4,12,2,3.072,0,3,1
925,1,26,2,0,6,1,0.936,6,1,1
925,1,27,2,6,12,4,1.451,0,4,2
925,1,28,2,6,12,2,2.909,0,4,1
925,1,29,2,0,6,3,1.355,6,1,2
925,1,30,2,0,6,1,0.811,6,1,1
925,1,31,2,0,6,3,2.37,6,1,2
925,1,32,2,0,9,4,1.697,3,1,2
925,1,33,2,0,7,1,1.626,5,1,1
925,1,34,2,0,9,4,2.37,3,1,2
925,1,35,2,0,9,2,2.984,3,1,1
925,1,36,2,6,12,4,1.5,0,4,2
925,1,38,2,0,9,4,0.99,3,1,2
925,1,39,2,0,6,3,1.052,6,1,2
925,1,40,2,0,7,3,0.889,5,1,2
925,1,41,2,0,6,1,0.797,6,1,1
925,1,42,2,4,12,2,2.344,0,3,1
925,1,43,2,0,7,1,2.026,5,1,1
925,1,44,2,6,12,4,1.873,0,4,2
925,1,45,2,0,9,4,1.913,3,1,2
925,1,46,2,0,7,1,1.203,5,1,1
925,1,47,2,0,9,2,1.461,3,1,1
925,1,48,2,0,9,2,2.315,3,1,1
925,1,50,2,0,6,1,0.898,6,1,1
925,1,51,2,0,6,1,0.946,6,1,1
925,1,52,2,0,9,2,1.124,3,1,1
925,1,53,2,0,7,1,0.943,5,1,1
925,1,54,2,0,6,3,0.926,6,1,2
925,1,55,2,4,12,2,1.459,0,3,1
925,1,56,2,0,6,1,0.877,6,1,1
925,1,57,2,6,12,4,0.769,0,4,2
925,1,58,2,0,9,4,1.11,3,1,2
925,1,59,2,0,7,1,4.848,5,1,1
925,1,60,2,0,7,3,1.234,5,1,2
925,1,61,2,6,12,4,1.021,0,4,2
925,1,63,2,0,6,1,0.848,6,1,1
925,1,64,2,0,9,2,1.165,3,1,1
925,1,65,2,0,7,3,2.18,5,1,2
925,1,66,2,0,9,4,2.091,3,1,2
925,1,67,2,0,9,2,1.141,3,1,1
925,1,68,2,0,6,3,4.401,6,1,2
925,1,69,2,4,12,2,1.686,0,3,1
925,1,70,2,0,7,1,0.862,5,1,1
925,1,71,2,0,7,1,0.89,5,1,1
925,1,72,2,0,7,3,0.812,5,1,2
932,1,1,1,0,9,2,1.474,3,1,1
932,1,2,1,0,7,3,1.056,5,1,2
932,1,3,1,0,6,1,0.999,6,1,1
932,1,4,1,0,12,2,0.709,0,1,1
932,1,5,1,0,7,1,0.868,5,1,1
932,1,6,1,0,6,1,1.184,6,1,1
932,1,7,1,0,6,3,0.67,6,1,2
932,1,8,1,2,12,2,2.339,0,2,1
932,1,9,1,0,7,3,1.173,5,1,2
932,1,10,1,0,9,4,1.229,3,1,2
932,1,11,1,0,9,4,0.642,3,1,2
932,1,12,1,0,9,2,0.572,3,1,1
932,1,13,1,0,6,3,0.88,6,1,2
932,1,14,1,2,12,4,2.612,0,2,2
932,1,15,1,0,7,3,0.623,5,1,2
932,1,16,1,0,7,3,0.674,5,1,2
932,1,17,1,2,12,4,1.261,0,2,2
932,1,18,1,0,7,1,0.811,5,1,1
932,1,19,1,0,6,3,0.642,6,1,2
932,1,20,1,2,12,2,1.317,0,2,1
932,1,21,1,0,9,4,0.878,3,1,2
932,1,22,1,2,12,2,1.044,0,2,1
932,1,23,1,2,12,4,1.229,0,2,2
932,1,24,1,0,9,2,2.473,3,1,1
932,1,25,1,2,12,2,1.585,0,2,1
932,1,26,1,0,6,1,1.888,6,1,1
932,1,27,1,2,12,4,0.829,0,2,2
932,1,28,1,2,12,2,0.815,0,2,1
932,1,29,1,0,6,3,0.82,6,1,2
932,1,30,1,0,6,1,2.016,6,1,1
932,1,31,1,0,6,3,0.875,6,1,2
932,1,32,1,0,9,4,1.466,3,1,2
932,1,33,1,0,7,1,0.762,5,1,1
932,1,34,1,0,9,4,0.731,3,1,2
932,1,35,1,0,9,2,0.715,3,1,1
932,1,36,1,2,12,4,1.22,0,2,2
932,1,37,1,0,7,3,1.098,5,1,2
932,1,38,1,0,9,4,0.671,3,1,2
932,1,39,1,0,6,3,1.053,6,1,2
932,1,40,1,0,7,3,1.402,5,1,2
932,1,41,1,0,6,1,0.83,6,1,1
932,1,42,1,2,12,2,1.337,0,2,1
932,1,43,1,0,7,1,2.227,5,1,1
932,1,44,1,2,12,4,1.122,0,2,2
932,1,45,1,0,9,4,0.723,3,1,2
932,1,46,1,0,7,1,0.924,5,1,1
932,1,47,1,0,9,2,0.813,3,1,1
932,1,48,1,0,9,2,0.763,3,1,1
932,1,49,1,2,12,4,0.833,0,2,2
932,1,50,1,0,6,1,0.867,6,1,1
932,1,51,1,0,6,1,0.62,6,1,1
932,1,52,1,0,9,2,0.774,3,1,1
932,1,53,1,0,7,1,0.656,5,1,1
932,1,54,1,0,6,3,0.695,6,1,2
932,1,55,1,2,12,2,1.117,0,2,1
932,1,56,1,0,6,1,0.661,6,1,1
932,1,57,1,2,12,4,0.874,0,2,2
932,1,58,1,0,9,4,0.679,3,1,2
932,1,59,1,0,7,1,0.665,5,1,1
932,1,60,1,0,7,3,0.628,5,1,2
932,1,61,1,2,12,4,1.014,0,2,2
932,1,62,1,0,6,3,0.781,6,1,2
932,1,63,1,0,6,1,1.129,6,1,1
932,1,64,1,0,9,2,0.765,3,1,1
932,1,65,1,0,7,3,0.796,5,1,2
932,1,66,1,0,9,4,0.643,3,1,2
932,1,67,1,0,9,2,0.533,3,1,1
932,1,68,1,0,6,3,0.842,6,1,2
932,1,69,1,2,12,2,1.046,0,2,1
932,1,70,1,0,7,1,0.767,5,1,1
932,1,71,1,0,7,1,0.69,5,1,1
932,1,72,1,0,7,3,1.069,5,1,2
932,1,1,2,0,6,3,2.802,6,1,2
932,1,2,2,0,6,1,1.388,6,1,1
932,1,3,2,0,9,2,0.853,3,1,1
932,1,4,2,2,12,4,1.934,0,2,2
932,1,5,2,0,7,1,0.747,5,1,1
932,1,6,2,0,9,4,1.527,3,1,2
932,1,7,2,2,12,2,0.901,0,2,1
932,1,8,2,2,12,4,0.774,0,2,2
932,1,9,2,0,7,3,0.979,5,1,2
932,1,10,2,0,9,4,0.756,3,1,2
932,1,11,2,2,12,4,1.097,0,2,2
932,1,12,2,0,9,2,0.795,3,1,1
932,1,13,2,0,7,1,0.841,5,1,1
932,1,14,2,2,12,4,1.067,0,2,2
932,1,15,2,2,12,2,1.154,0,2,1
932,1,16,2,0,7,3,1.287,5,1,2
932,1,17,2,0,6,1,0.919,6,1,1
932,1,18,2,0,9,4,0.829,3,1,2
932,1,19,2,0,6,1,2.222,6,1,1
932,1,20,2,0,6,3,0.875,6,1,2
932,1,21,2,2,12,2,0.8,0,2,1
932,1,22,2,2,12,4,0.773,0,2,2
932,1,23,2,0,7,1,1.07,5,1,1
932,1,24,2,0,9,2,0.664,3,1,1
932,1,25,2,0,9,4,0.727,3,1,2
932,1,26,2,0,7,3,1.211,5,1,2
932,1,27,2,0,7,1,0.559,5,1,1
932,1,28,2,0,6,3,0.67,6,1,2
932,1,29,2,0,9,4,1.013,3,1,2
932,1,30,2,0,9,2,0.564,3,1,1
932,1,31,2,2,12,2,1.092,0,2,1
932,1,32,2,2,12,4,0.726,0,2,2
932,1,33,2,0,9,4,0.815,3,1,2
932,1,34,2,0,9,4,0.694,3,1,2
932,1,35,2,0,7,1,1.246,5,1,1
932,1,36,2,0,7,3,0.77,5,1,2
932,1,37,2,0,9,2,0.659,3,1,1
932,1,38,2,0,6,3,0.548,6,1,2
932,1,39,2,0,9,2,0.561,3,1,1
932,1,40,2,0,6,1,0.679,6,1,1
932,1,41,2,0,7,1,0.646,5,1,1
932,1,42,2,0,7,3,0.501,5,1,2
932,1,43,2,0,6,1,0.644,6,1,1
932,1,44,2,0,7,3,0.672,5,1,2
932,1,45,2,2,12,4,0.844,0,2,2
932,1,46,2,0,6,1,0.678,6,1,1
932,1,47,2,0,6,3,0.618,6,1,2
932,1,48,2,0,9,4,1.029,3,1,2
932,1,49,2,2,12,2,0.724,0,2,1
932,1,50,2,0,9,2,1.183,3,1,1
932,1,51,2,0,6,1,0.879,6,1,1
932,1,52,2,0,7,1,0.615,5,1,1
932,1,53,2,0,6,1,0.782,6,1,1
932,1,54,2,2,12,2,0.808,0,2,1
932,1,55,2,2,12,4,0.88,0,2,2
932,1,56,2,0,6,3,1.549,6,1,2
932,1,57,2,0,7,3,0.921,5,1,2
932,1,58,2,0,9,2,0.489,3,1,1
932,1,59,2,0,6,1,0.714,6,1,1
932,1,60,2,2,12,2,0.802,0,2,1
932,1,61,2,0,7,3,0.636,5,1,2
932,1,62,2,0,9,4,0.705,3,1,2
932,1,63,2,0,7,1,0.873,5,1,1
932,1,64,2,2,12,2,0.75,0,2,1
932,1,65,2,0,6,3,1.467,6,1,2
932,1,66,2,0,7,3,0.869,5,1,2
932,1,67,2,0,9,2,0.693,3,1,1
932,1,68,2,0,6,3,1.403,6,1,2
932,1,69,2,2,12,2,0.684,0,2,1
932,1,70,2,0,6,3,1.863,6,1,2
932,1,71,2,2,12,4,1.252,0,2,2
932,1,72,2,0,7,1,0.817,5,1,1
929,1,1,1,0,6,3,1.933,6,1,2
929,1,2,1,0,6,1,1.695,6,1,1
929,1,3,1,2,9,2,2.184,3,2,1
929,1,4,1,6,12,4,1.345,0,4,2
929,1,5,1,0,7,1,2.173,5,1,1
929,1,6,1,2,9,4,3.121,3,2,2
929,1,7,1,4,12,2,4.263,0,3,1
929,1,8,1,6,12,4,1.84,0,4,2
929,1,9,1,0,7,3,2.958,5,1,2
929,1,10,1,4,9,4,1.783,3,3,2
929,1,11,1,6,12,4,1.619,0,4,2
929,1,12,1,2,9,2,3.486,3,2,1
929,1,13,1,0,7,1,2.34,5,1,1
929,1,14,1,6,12,4,2.197,0,4,2
929,1,15,1,6,12,2,1.557,0,4,1
929,1,16,1,0,7,3,2.409,5,1,2
929,1,17,1,0,6,1,2.881,6,1,1
929,1,18,1,2,9,4,3.992,3,2,2
929,1,19,1,0,6,1,1.088,6,1,1
929,1,20,1,0,6,3,1.007,6,1,2
929,1,21,1,6,12,2,2.402,0,4,1
929,1,22,1,6,12,4,1.249,0,4,2
929,1,23,1,0,7,1,1.394,5,1,1
929,1,24,1,4,9,2,3.907,3,3,1
929,1,25,1,4,9,4,2.441,3,3,2
929,1,26,1,0,7,3,2.493,5,1,2
929,1,27,1,0,7,1,1.178,5,1,1
929,1,28,1,0,6,3,1.144,6,1,2
929,1,29,1,4,9,4,2.551,3,3,2
929,1,30,1,4,9,2,3.046,3,3,1
929,1,31,1,6,12,2,1.295,0,4,1
929,1,32,1,6,12,4,0.744,0,4,2
929,1,33,1,4,9,4,2.586,3,3,2
929,1,34,1,2,9,4,4.224,3,2,2
929,1,35,1,0,7,1,1.418,5,1,1
929,1,36,1,2,7,3,1.805,5,2,2
929,1,37,1,4,9,2,3.021,3,3,1
929,1,38,1,0,6,3,1.551,6,1,2
929,1,39,1,4,9,2,2.755,3,3,1
929,1,40,1,0,6,1,3.138,6,1,1
929,1,41,1,0,7,1,0.977,5,1,1
929,1,42,1,0,7,3,2.527,5,1,2
929,1,43,1,0,6,1,1.27,6,1,1
929,1,44,1,0,7,3,1.859,5,1,2
929,1,45,1,6,12,4,1.567,0,4,2
929,1,46,1,0,6,1,1.176,6,1,1
929,1,47,1,0,6,3,2.366,6,1,2
929,1,48,1,4,9,4,2.591,3,3,2
929,1,49,1,6,12,2,1.72,0,4,1
929,1,50,1,6,9,2,4.033,3,4,1
929,1,51,1,0,6,1,1.425,6,1,1
929,1,52,1,0,7,1,1.394,5,1,1
929,1,53,1,0,6,1,1,6,1,1
929,1,54,1,6,12,2,0.971,0,4,1
929,1,55,1,6,12,4,0.771,0,4,2
929,1,56,1,0,6,3,1.407,6,1,2
929,1,57,1,0,7,3,0.988,5,1,2
929,1,58,1,6,9,2,1.739,3,4,1
929,1,59,1,0,6,1,2.156,6,1,1
929,1,60,1,6,12,2,1.323,0,4,1
929,1,61,1,0,7,3,1.382,5,1,2
929,1,62,1,2,9,4,1.651,3,2,2
929,1,63,1,0,7,1,1.437,5,1,1
929,1,64,1,6,12,2,0.89,0,4,1
929,1,65,1,0,6,3,1.013,6,1,2
929,1,66,1,0,7,3,0.719,5,1,2
929,1,67,1,6,9,2,1.224,3,4,1
929,1,68,1,0,6,3,0.943,6,1,2
